CVE-ID,NVD-Link,Description,Vendor,Software,Severity,CWE-ID,Protocol,ChatGPT_Response
CVE-2014-7847,CVE-2014-7847,"iplookup/index.php in Moodle through 2.4.11, 2.5.x before 2.5.9, 2.6.x before 2.6.6, and 2.7.x before 2.7.3 allows remote attackers to cause a denial of service (resource consumption) by triggering the calculation of an estimated latitude and longitude for an IP address.",moodle,moodle,MEDIUM,CWE-399,None,none
CVE-2008-0590,CVE-2008-0590,Buffer overflow in Ipswitch WS_FTP Server with SSH 6.1.0.0 allows remote authenticated users to cause a denial of service (crash) and possibly execute arbitrary code via a long opendir command.,progress,ws_ftp_server,HIGH,CWE-119,SSH,SSH
CVE-2017-10607,CVE-2017-10607,"Juniper Networks Junos OS 16.1R1, and services releases based off of 16.1R1, are vulnerable to the receipt of a crafted BGP Protocol Data Unit (PDU) sent directly to the router, which can cause the RPD routing process to crash and restart. Unlike BGP UPDATEs, which are transitive in nature, this issue can only be triggered by a packet sent directly to the IP address of the router. Repeated crashes of the rpd daemon can result in an extended denial of service condition. This issue only affects devices running Junos OS 16.1R1 and services releases based off of 16.1R1 (e.g. 16.1R1-S1, 16.1R1-S2, 16.1R1-S3). No prior versions of Junos OS are affected by this vulnerability, and this issue was resolved in Junos OS 16.2 prior to 16.2R1. No other Juniper Networks products or platforms are affected by this issue. This issue was found during internal product security testing.",juniper,junos,HIGH,NVD-CWE-noinfo,None,BGP
CVE-2021-31352,CVE-2021-31352,"An Information Exposure vulnerability in Juniper Networks SRC Series devices configured for NETCONF over SSH permits the negotiation of weak ciphers, which could allow a remote attacker to obtain sensitive information. A remote attacker with read and write access to network data could exploit this vulnerability to display plaintext bits from a block of ciphertext and obtain sensitive information. This issue affects all Juniper Networks SRC Series versions prior to 4.13.0-R6.",juniper,session_and_resource_control,MEDIUM,CWE-200,SSH,SSH
CVE-2000-0636,CVE-2000-0636,HP JetDirect printers versions G.08.20 and H.08.20 and earlier allow remote attackers to cause a denial of service via a malformed FTP quote command.,hp,jetdirect,MEDIUM,NVD-CWE-Other,FTP,FTP
CVE-2014-5972,CVE-2014-5972,"The Loving - Couple Essential (aka com.xiaoenai.app) application 4.0.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",loving.fm,loving_-_couple_essential,MEDIUM,CWE-310,SSL,SSL
CVE-2020-26902,CVE-2020-26902,"Certain NETGEAR devices are affected by command injection by an unauthenticated attacker. This affects RBK752 before 3.2.15.25, RBR750 before 3.2.15.25, RBS750 before 3.2.15.25, RBK852 before 3.2.15.25, RBR850 before 3.2.15.25, and RBS850 before 3.2.15.25.",netgear,"rbr850_firmware, rbr750, rbr750_firmware, rbs750, rbs850_firmware, rbr850, rbk852, rbk752_firmware, rbs750_firmware, rbk852_firmware, rbs850, rbk752",HIGH,CWE-77,None,none
CVE-2008-6407,CVE-2008-6407,Directory traversal vulnerability in frame.php in ol'bookmarks manager 0.7.5 allows remote attackers to include and execute arbitrary local files via a .. (dot dot) in the framefile parameter.,brian_wilson,ol\'bookmarks,HIGH,CWE-22,None,none
CVE-2021-23384,CVE-2021-23384,"The package koa-remove-trailing-slashes before 2.0.2 are vulnerable to Open Redirect via the use of trailing double slashes in the URL when accessing the vulnerable endpoint (such as https://example.com//attacker.example/). The vulnerable code is in index.js::removeTrailingSlashes(), as the web server uses relative URLs instead of absolute URLs.",koa-remove-trailing-slashes_project,koa-remove-trailing-slashes,MEDIUM,CWE-601,None,none
CVE-2017-16089,CVE-2017-16089,"serverlyr is a simple http server. serverlyr is vulnerable to a directory traversal issue, giving an attacker access to the filesystem by placing ""../"" in the URL.",serverlyr_project,serverlyr,HIGH,CWE-22,None,none
CVE-2019-20724,CVE-2019-20724,"Certain NETGEAR devices are affected by command injection by an authenticated user. This affects D3600 before 1.0.0.75, D6000 before 1.0.0.75, D6100 before 1.0.0.63, D7800 before 1.0.1.44, R7500v2 before 1.0.3.38, R7800 before 1.0.2.52, R8900 before 1.0.4.2, R9000 before 1.0.4.2, RBK20 before 2.3.0.28, RBR20 before 2.3.0.28, RBS20 before 2.3.0.28, RBK50 before 2.3.0.32, RBR50 before 2.3.0.32, RBS50 before 2.3.0.32, RBS40 before 2.3.0.28, WNDR3700v4 before 1.0.2.102, WNDR4300v1 before 1.0.2.104, WNDR4300v2 before 1.0.0.58, WNDR4500v3 before 1.0.0.58, WNR2000v5 before 1.0.0.68, and XR500 before 2.3.2.32.",netgear,"r8900_firmware, rbk20, d3600_firmware, d6100_firmware, xr500_firmware, rbr20, r7500, rbs50_firmware, r7500_firmware, xr500, wndr4300, d6000_firmware, wnr2000, wndr3700, r7800_firmware, d3600, rbs20_firmware, rbr20_firmware, wndr4300_firmware, d6100, r9000, r8900, wndr3700_firmware, rbs40_firmware, rbk50_firmware, r7800, rbk50, rbr50, wndr4500, rbs50, wnr2000_firmware, r9000_firmware, d6000, rbr50_firmware, rbk20_firmware, rbs20, wndr4500_firmware, rbs40",MEDIUM,CWE-77,None,none
CVE-2012-2532,CVE-2012-2532,"Microsoft FTP Service 7.0 and 7.5 for Internet Information Services (IIS) processes unspecified commands before TLS is enabled for a session, which allows remote attackers to obtain sensitive information by reading the replies to these commands, aka ""FTP Command Injection Vulnerability.""",microsoft,"windows_7, windows_server_2008, ftp_service, windows_vista",MEDIUM,CWE-200,FTP,FTP
CVE-2015-7888,CVE-2015-7888,"Directory traversal vulnerability in the WifiHs20UtilityService on the Samsung S6 Edge LRX22G.G925VVRU1AOE2 allows remote attackers to overwrite or create arbitrary files as the system-level user via a .. (dot dot) in the name of a file, compressed into a zipped file named cred.zip, and downloaded to /sdcard/Download.",samsung,"galaxy_s6_edge_firmware, galaxy_s6_edge",HIGH,CWE-22,None,none
CVE-2009-2037,CVE-2009-2037,"Multiple directory traversal vulnerabilities in Online Grades & Attendance 3.2.5 and earlier, and possibly 3.2.6, when register_globals is enabled, allow remote attackers to include and execute arbitrary local files via a .. (dot dot) in the (1) GLOBALS[SKIN] parameter to index.php and the (2) skin parameter to admin/admin.php.",onlinegrades,online_grades,MEDIUM,CWE-22,None,none
CVE-2018-0650,CVE-2018-0650,"The LINE MUSIC for Android version 3.1.0 to versions prior to 3.6.5 does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",linecorp,line_music,HIGH,CWE-295,SSL,SSL
CVE-2002-2084,CVE-2002-2084,Directory traversal vulnerability in index.php of Portix 0.4.02 allows remote attackers to read arbitrary files via a .. (dot dot) in the (1) l and (2) topic parameters.,portix-php,portix-php,MEDIUM,NVD-CWE-Other,None,none
CVE-2014-5652,CVE-2014-5652,"The Kicksend Photo Prints (aka com.kicksend.android.print) application 1.0.7 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",kicksend,kicksend_photo_prints,MEDIUM,CWE-310,SSL,SSL
CVE-2020-15953,CVE-2020-15953,"LibEtPan through 1.9.4, as used in MailCore 2 through 0.6.3 and other products, has a STARTTLS buffering issue that affects IMAP, SMTP, and POP3. When a server sends a ""begin TLS"" response, the client reads additional data (e.g., from a meddler-in-the-middle attacker) and evaluates it in a TLS context, aka ""response injection.""","fedoraproject, libmailcore, debian, libetpan_project","mailcore2, debian_linux, fedora, libetpan",HIGH,CWE-74,SSL,"SMTP, POP3"
CVE-2012-0732,CVE-2012-0732,"The Enterprise Console client in IBM Rational AppScan Enterprise 5.x and 8.x before 8.5.0.1 does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",ibm,rational_appscan,MEDIUM,CWE-310,SSL,SSL
CVE-2016-0484,CVE-2016-0484,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality via unknown vectors related to Test Manager for Web Apps.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the DownloadServlet servlet, which allows remote attackers to read arbitrary files via directory traversal sequences in the scriptPath parameter.",oracle,application_testing_suite,MEDIUM,NVD-CWE-noinfo,None,none
CVE-2009-1912,CVE-2009-1912,Directory traversal vulnerability in src/func/language.php in webSPELL 4.2.0e and earlier allows remote attackers to include and execute arbitrary local .php files via a .. (dot dot) in a language cookie. NOTE: this can be leveraged for SQL injection by including awards.php.,webspell,webspell,MEDIUM,CWE-22,None,none
CVE-2005-4557,CVE-2005-4557,"dir/include.html in IceWarp Web Mail 5.5.1, as used by Merak Mail Server 8.3.0r and VisNetic Mail Server version 8.3.0 build 1, allows remote attackers to include arbitrary local files via a null byte (%00) in the lang parameter, possibly due to a directory traversal vulnerability.","icewarp, merak, deerfield","mail_server, visnetic_mail_server, web_mail",MEDIUM,NVD-CWE-Other,None,none
CVE-2020-11941,CVE-2020-11941,An issue was discovered in Open-AudIT 3.2.2. There is OS Command injection in Discovery.,opmantek,open-audit,HIGH,CWE-78,None,none
CVE-2002-0713,CVE-2002-0713,"Buffer overflows in Squid before 2.4.STABLE6 allow remote attackers to cause a denial of service (crash) and possibly execute arbitrary code (1) via the MSNT auth helper (msnt_auth) when using denyusers or allowusers files, (2) via the gopher client, or (3) via the FTP server directory listing parser when HTML output is generated.",squid,squid,HIGH,NVD-CWE-Other,FTP,none
CVE-2015-1790,CVE-2015-1790,"The PKCS7_dataDecodefunction in crypto/pkcs7/pk7_doit.c in OpenSSL before 0.9.8zg, 1.0.0 before 1.0.0s, 1.0.1 before 1.0.1n, and 1.0.2 before 1.0.2b allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a PKCS#7 blob that uses ASN.1 encoding and lacks inner EncryptedContent data.",openssl,openssl,MEDIUM,NVD-CWE-Other,SSL,none
CVE-2008-0513,CVE-2008-0513,"Directory traversal vulnerability in parser/include/class.cache_phpcms.php in phpCMS 1.2.2 allows remote attackers to read arbitrary files via a .. (dot dot) in the file parameter to parser/parser.php, as demonstrated by a filename ending with %00.gif, a different vector than CVE-2005-1840.",phpcms,phpcms,HIGH,CWE-22,None,none
CVE-2021-22008,CVE-2021-22008,The vCenter Server contains an information disclosure vulnerability in VAPI (vCenter API) service. A malicious actor with network access to port 443 on vCenter Server may exploit this issue by sending a specially crafted json-rpc message to gain access to sensitive information.,vmware,"cloud_foundation, vcenter_server",HIGH,CWE-668,None,none
CVE-2014-7777,CVE-2014-7777,"The Slingshot Forum (aka com.tapatalk.theslingshotforumcom) application 3.9.14 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",gcspublishing,slingshot_forum,MEDIUM,CWE-310,SSL,SSL
CVE-2010-1802,CVE-2010-1802,"libsecurity in Apple Mac OS X 10.5.8 and 10.6.4 does not properly perform comparisons to domain-name strings in X.509 certificates, which allows man-in-the-middle attackers to spoof SSL servers via a certificate associated with a similar domain name, as demonstrated by use of a www.example.con certificate to spoof www.example.com.",apple,"libsecurity, mac_os_x, mac_os_x_server",MEDIUM,CWE-287,SSL,SSL
CVE-2018-11162,CVE-2018-11162,Quest DR Series Disk Backup software version before 4.0.3.1 allows command injection (issue 20 of 46).,quest,disk_backup,HIGH,CWE-78,None,none
CVE-2018-17445,CVE-2018-17445,A Command Injection issue was discovered in Citrix SD-WAN 10.1.0 and NetScaler SD-WAN 9.3.x before 9.3.6 and 10.0.x before 10.0.4.,citrix,"netscaler_sd-wan, sd-wan",CRITICAL,CWE-77,None,none
CVE-2014-3570,CVE-2014-3570,"The BN_sqr implementation in OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k does not properly calculate the square of a BIGNUM value, which might make it easier for remote attackers to defeat cryptographic protection mechanisms via unspecified vectors, related to crypto/bn/asm/mips.pl, crypto/bn/asm/x86_64-gcc.c, and crypto/bn/bn_asm.c.",openssl,openssl,MEDIUM,CWE-310,SSL,SSL
CVE-2019-7850,CVE-2019-7850,Adobe Campaign Classic version 18.10.5-8984 and earlier versions have a Command injection vulnerability. Successful exploitation could lead to Arbitrary Code Execution in the context of the current user.,"adobe, microsoft, linux","windows, campaign, linux_kernel",CRITICAL,CWE-77,None,none
CVE-2016-0481,CVE-2016-0481,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality via unknown vectors related to Test Manager for Web Apps, a different vulnerability than CVE-2016-0480, CVE-2016-0482, CVE-2016-0485, and CVE-2016-0486.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the DownloadServlet servlet, which allows remote attackers to read arbitrary files via directory traversal sequences in the scheduleReportName parameter.",oracle,enterprise_manager_grid_control,MEDIUM,NVD-CWE-noinfo,None,none
CVE-2021-29527,CVE-2021-29527,"TensorFlow is an end-to-end open source platform for machine learning. An attacker can trigger a division by 0 in `tf.raw_ops.QuantizedConv2D`. This is because the implementation(https://github.com/tensorflow/tensorflow/blob/00e9a4d67d76703fa1aee33dac582acf317e0e81/tensorflow/core/kernels/quantized_conv_ops.cc#L257-L259) does a division by a quantity that is controlled by the caller. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",google,tensorflow,MEDIUM,CWE-369,None,none
CVE-2007-2587,CVE-2007-2587,The IOS FTP Server in Cisco IOS 11.3 through 12.4 allows remote authenticated users to cause a denial of service (IOS reload) via unspecified vectors involving transferring files (aka bug ID CSCse29244).,cisco,ios,MEDIUM,NVD-CWE-noinfo,FTP,FTP
CVE-2012-5810,CVE-2012-5810,"The Chase mobile banking application for Android does not verify that the server hostname matches a domain name in the subject's Common Name (CN) or subjectAltName field of the X.509 certificate, which allows man-in-the-middle attackers to spoof SSL servers via an arbitrary valid certificate, related to overriding the default X509TrustManager. NOTE: this vulnerability was fixed in the summer of 2012, but the version number was not changed or is not known.",jpmorganchase,chase_mobile,MEDIUM,CWE-310,SSL,SSL
CVE-2019-8981,CVE-2019-8981,tls1.c in Cameron Hamilton-Rich axTLS before 2.1.5 has a Buffer Overflow via a crafted sequence of TLS packets because the need_bytes value is mismanaged.,axtls_project,axtls,CRITICAL,CWE-787,SSL,SSL
CVE-2014-5702,CVE-2014-5702,"The Penguin Run (aka com.skyboard.google.penguinRun) application 1.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",skyboardapps,penguin_run,MEDIUM,CWE-310,SSL,SSL
CVE-2018-0488,CVE-2018-0488,"ARM mbed TLS before 1.3.22, before 2.1.10, and before 2.7.0, when the truncated HMAC extension and CBC are used, allows remote attackers to execute arbitrary code or cause a denial of service (heap corruption) via a crafted application packet within a TLS or DTLS session.","arm, debian","mbed_tls, debian_linux",CRITICAL,CWE-787,SSL,SSL
CVE-2017-7429,CVE-2017-7429,The certificate upload in NetIQ eDirectory PKI plugin before 8.8.8 Patch 10 Hotfix 1 could be abused to upload JSP code which could be used by authenticated attackers to execute JSP applets on the iManager server.,"netiq, microfocus",edirectory,HIGH,CWE-295,None,none
CVE-2016-10259,CVE-2016-10259,"Symantec SSL Visibility (SSLV) 3.8.4FC, 3.9, 3.10 before 3.10.4.1, and 3.11 before 3.11.3.1 is susceptible to a denial-of-service vulnerability that impacts the SSL servers for intercepted SSL connections. A malicious SSL client can, under certain circumstances, temporarily exhaust the TCP connection pool of an SSL server.",bluecoat,"ssl_visibility_appliance_sv1800_firmware, ssl_visibility_appliance_sv800_firmware, ssl_visibility_appliance_sv1800, ssl_visibility_appliance_sv3800, ssl_visibility_appliance_sv3800_firmware, ssl_visibility_appliance_sv2800, ssl_visibility_appliance_sv800, ssl_visibility_appliance_sv2800_firmware",MEDIUM,CWE-399,SSL,SSL
CVE-2018-18908,CVE-2018-18908,"The Sky Go Desktop application 1.0.19-1 through 1.0.23-1 for Windows performs several requests over cleartext HTTP. This makes the data submitted in these requests prone to Man in The Middle (MiTM) attacks, whereby an attacker would be able to obtain the data sent in these requests. Some of the requests contain potentially sensitive information that could be useful to an attacker, such as the victim's Sky username.",sky,sky_go,MEDIUM,CWE-319,None,none
CVE-2009-1592,CVE-2009-1592,Stack-based buffer overflow in ElectraSoft 32bit FTP 09.04.24 allows remote FTP servers to execute arbitrary code via a long banner.  NOTE: this might overlap CVE-2003-1368.,electrasoft,32bit_ftp,HIGH,CWE-119,FTP,FTP
CVE-2014-7321,CVE-2014-7321,"The Firenze map (aka com.wFirenzemap) application 0.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",offertaviaggi,firenze_map,MEDIUM,CWE-310,SSL,SSL
CVE-2018-7669,CVE-2018-7669,"An issue was discovered in Sitecore Sitecore.NET 8.1 rev. 151207 Hotfix 141178-1 and above. The 'Log Viewer' application is vulnerable to a directory traversal attack, allowing an attacker to access arbitrary files from the host Operating System using a sitecore/shell/default.aspx?xmlcontrol=LogViewerDetails&file= URI. Validation is performed to ensure that the text passed to the 'file' parameter correlates to the correct log file directory. This filter can be bypassed by including a valid log filename and then appending a traditional 'dot dot' style attack.",sitecore,sitecore.net,HIGH,CWE-22,None,none
CVE-2008-3128,CVE-2008-3128,Directory traversal vulnerability in search.php in Pivot 1.40.5 allows remote attackers to read arbitrary files via a .. (dot dot) in the t parameter.,pivot,pivot,MEDIUM,CWE-22,None,none
CVE-2019-1010279,CVE-2019-1010279,Open Information Security Foundation Suricata prior to version 4.1.3 is affected by: Denial of Service - TCP/HTTP detection bypass. The impact is: An attacker can evade a signature detection with a specialy formed sequence of network packets. The component is: detect.c (https://github.com/OISF/suricata/pull/3625/commits/d8634daf74c882356659addb65fb142b738a186b). The attack vector is: An attacker can trigger the vulnerability by a specifically crafted network TCP session. The fixed version is: 4.1.3.,oisf,suricata,HIGH,CWE-347,None,none
CVE-2006-2535,CVE-2006-2535,"index.php in Destiney Links Script 2.1.2 allows remote attackers to obtain the installation path via an invalid show parameter referencing a non-existent file, which reveals the path in the resulting error message.  NOTE: this issue might be resultant from a more serious issue such as directory traversal.",greg_donald,destiney_links_script,MEDIUM,CWE-200,None,none
CVE-2016-4987,CVE-2016-4987,Directory traversal vulnerability in the Image Gallery plugin before 1.4 in Jenkins allows remote attackers to list arbitrary directories and read arbitrary files via unspecified form fields.,jenkins,image_gallery,MEDIUM,CWE-22,None,none
CVE-2014-6868,CVE-2014-6868,"The DS audio (aka com.synology.DSaudio) application 3.4 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",synology,ds_audio,MEDIUM,CWE-310,SSL,SSL
CVE-2017-16171,CVE-2017-16171,"hcbserver is a static file server. hcbserver is vulnerable to a directory traversal issue, giving an attacker access to the filesystem by placing ""../"" in the url.",hcbserver_project,hcbserver,HIGH,CWE-22,None,none
CVE-2007-4057,CVE-2007-4057,"Unrestricted file upload vulnerability in pfs.php in Neocrome Seditio 121 and earlier allows remote authenticated users to upload arbitrary PHP code via a filename ending with (1) .php.gif, (2) .php.jpg, or (3) .php.png.",neocrome,seditio,MEDIUM,NVD-CWE-Other,None,none
CVE-2015-0535,CVE-2015-0535,"EMC RSA BSAFE Micro Edition Suite (MES) 4.0.x before 4.0.8 and 4.1.x before 4.1.3 and RSA BSAFE SSL-C 2.8.9 and earlier do not properly restrict TLS state transitions, which makes it easier for remote attackers to conduct cipher-downgrade attacks to EXPORT_RSA ciphers via crafted TLS traffic, related to the ""FREAK"" issue, a similar issue to CVE-2015-0204.",dell,"bsafe_ssl-c, bsafe",HIGH,CWE-327,SSL,SSL
CVE-2014-7454,CVE-2014-7454,"The Detox Juicing Diet Recipes (aka com.wDetoxJuicingDietRecipes) application 1.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",mbtcreations,detox_juicing_diet_recipes,MEDIUM,CWE-310,SSL,SSL
CVE-2016-10586,CVE-2016-10586,"macaca-chromedriver is a Node.js wrapper for the selenium chromedriver. macaca-chromedriver before 1.0.29 downloads binary resources over HTTP, which leaves it vulnerable to MITM attacks. It may be possible to cause remote code execution (RCE) by swapping out the requested binary with an attacker controlled binary if the attacker is on the network or positioned in between the user and the remote server.",macacajs,macaca-chromedriver,HIGH,CWE-310,SSL,none
CVE-2021-23972,CVE-2021-23972,"One phishing tactic on the web is to provide a link with HTTP Auth. For example 'https://www.phishingtarget.com@evil.com'. To mitigate this type of attack, Firefox will display a warning dialog; however, this warning dialog would not have been displayed if evil.com used a redirect that was cached by the browser. This vulnerability affects Firefox < 86.",mozilla,firefox,HIGH,NVD-CWE-noinfo,None,none
CVE-2014-6692,CVE-2014-6692,"The Kingsoft Clip (Office Tool) (aka cn.wps.clip) application 1.5.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",wps,kingsoft_clip_\(office_tool\),MEDIUM,CWE-310,SSL,SSL
CVE-2017-5259,CVE-2017-5259,"In versions 4.3.2-R4 and prior of Cambium Networks cnPilot firmware, an undocumented, root-privilege administration web shell is available using the HTTP path https://<device-ip-or-hostname>/adm/syscmd.asp.",cambiumnetworks,"cnpilot_e600_firmware, cnpilot_e410, cnpilot_e400_firmware, cnpilot_r190n_firmware, cnpilot_e400, cnpilot_r190v_firmware, cnpilot_r190v, cnpilot_r190n, cnpilot_e600, cnpilot_e410_firmware",HIGH,CWE-319,SSL,none
CVE-2020-10808,CVE-2020-10808,"Vesta Control Panel (VestaCP) through 0.9.8-26 allows Command Injection via the schedule/backup Backup Listing Endpoint. The attacker must be able to create a crafted filename on the server, as demonstrated by an FTP session that renames .bash_logout to a .bash_logout' substring followed by shell metacharacters.",vestacp,vesta_control_panel,HIGH,CWE-78,FTP,none
CVE-2014-6766,CVE-2014-6766,"The Afro-Beat (aka com.zero.themelock.tambourine) application 0.2 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",afro-beat_project,afro-beat,MEDIUM,CWE-310,SSL,SSL
CVE-2020-29145,CVE-2020-29145,"In Ericsson BSCS iX R18 Billing & Rating iX R18, ADMX is a web base module in BSCS iX that is vulnerable to stored XSS via the name or description field to a solutionUnitServlet?SuName=UserReferenceDataSU Access Rights Group. In most test cases, session hijacking was also possible by utilizing the XSS vulnerability. This potentially allows for full account takeover, or exploiting admins' browsers by using the beef framework.",ericsson,"bscs_ix_r18_billing_\&_rating_mx, bscs_ix_r18_billing_\&_rating_admx",MEDIUM,CWE-79,None,none
CVE-2008-0915,CVE-2008-0915,"The Mediation server in IPdiva SSL VPN Server 2.2 before 2.2.8.84 and 2.3 before 2.3.2.14 stores the number of remaining allowed login attempts in a cookie, which makes it easier for remote attackers to conduct brute force attacks by manipulating this cookie's value.",ipdiva,ipdiva,MEDIUM,NVD-CWE-Other,SSL,none
CVE-2021-3727,CVE-2021-3727,"# Vulnerability in `rand-quote` and `hitokoto` plugins **Description**: the `rand-quote` and `hitokoto` fetch quotes from quotationspage.com and hitokoto.cn respectively, do some process on them and then use `print -P` to print them. If these quotes contained the proper symbols, they could trigger command injection. Given that they're an external API, it's not possible to know if the quotes are safe to use. **Fixed in**: [72928432](https://github.com/ohmyzsh/ohmyzsh/commit/72928432). **Impacted areas**: - `rand-quote` plugin (`quote` function). - `hitokoto` plugin (`hitokoto` function).",planetargon,oh_my_zsh,CRITICAL,CWE-78,None,none
CVE-2020-23639,CVE-2020-23639,A command injection vulnerability exists in Moxa Inc VPort 461 Series Firmware Version 3.4 or lower that could allow a remote attacker to execute arbitrary commands in Moxa's VPort 461 Series Industrial Video Servers.,moxa,"vport_461_firmware, vport_461",CRITICAL,CWE-77,None,none
CVE-2015-4616,CVE-2015-4616,Directory traversal vulnerability in includes/MapPinImageSave.php in the Easy2Map plugin before 1.2.5 for WordPress allows remote attackers to create arbitrary files via a .. (dot dot) in the map_id parameter.,easy2map_project,easy2map,MEDIUM,CWE-22,None,none
CVE-2015-2854,CVE-2015-2854,"The WebUI component in Blue Coat SSL Visibility Appliance SV800, SV1800, SV2800, and SV3800 3.6.x through 3.8.x before 3.8.4 does not send a restrictive X-Frame-Options HTTP header, which allows remote attackers to conduct clickjacking attacks via vectors involving an IFRAME element.",blue_coat,"ssl_visibility_appliance_sv1800_firmware, ssl_visibility_appliance_sv800_firmware, ssl_visibility_appliance_sv1800, ssl_visibility_appliance_sv3800, ssl_visibility_appliance_sv3800_firmware, ssl_visibility_appliance_sv2800, ssl_visibility_appliance_sv800, ssl_visibility_appliance_sv2800_firmware",MEDIUM,CWE-20,SSL,none
CVE-2002-1244,CVE-2002-1244,"Format string vulnerability in Pablo FTP Server 1.5, 1.3, and possibly other versions, allows remote attackers to cause a denial of service and possibly execute arbitrary code via format strings in the USER command.",pablo_software_solutions,pablo_ftp_server,HIGH,NVD-CWE-Other,FTP,FTP
CVE-2018-16869,CVE-2018-16869,"A Bleichenbacher type side-channel based padding oracle attack was found in the way nettle handles endian conversion of RSA decrypted PKCS#1 v1.5 data. An attacker who is able to run a process on the same physical core as the victim process, could use this flaw extract plaintext or in some cases downgrade any TLS connections to a vulnerable server.",nettle_project,nettle,MEDIUM,CWE-203,SSL,SSL
CVE-2019-5171,CVE-2019-5171,An exploitable command injection vulnerability exists in the iocheckd service ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,wago,"pfc200_firmware, pfc200",HIGH,CWE-78,None,none
CVE-2020-15492,CVE-2020-15492,"An issue was discovered in INNEO Startup TOOLS 2017 M021 12.0.66.3784 through 2018 M040 13.0.70.3804. The sut_srv.exe web application (served on TCP port 85) includes user input into a filesystem access without any further validation. This might allow an unauthenticated attacker to read files on the server via Directory Traversal, or possibly have unspecified other impact.",inneo,startup_tools,CRITICAL,CWE-22,None,none
CVE-2005-0947,CVE-2005-0947,Directory traversal vulnerability in auxpage.php in phpCoin 1.2.1b and earlier allows remote attackers to read and execute arbitrary files via a .. (dot dot) in the page parameter.,coinsoft_technologies,phpcoin,HIGH,NVD-CWE-Other,None,none
CVE-2015-7780,CVE-2015-7780,Directory traversal vulnerability in ManageEngine Firewall Analyzer before 8.0.,zohocorp,manageengine_firewall_analyzer,MEDIUM,CWE-22,None,none
CVE-2012-6461,CVE-2012-6461,The X.509 certificate-validation functionality in the https implementation in Opera before 12.10 allows remote attackers to trigger a false indication of successful revocation-status checking by causing a failure of a single checking service.,opera,opera_browser,MEDIUM,CWE-20,SSL,SSL
