CVE-ID,NVD-Link,Description,Vendor,Software,Severity,CWE-ID,Protocol,Relation,Origin,Reasoning,Unnamed: 2,ChatGPT_Response
CVE-2005-0033,CVE-2005-0033,Buffer overflow in the code for recursion and glue fetching in BIND 8.4.4 and 8.4.5 allows remote attackers to cause a denial of service (crash) via queries that trigger the overflow in the q_usedns array that tracks nameservers and addresses.,isc,bind,MEDIUM,NVD-CWE-Other,DNS,Related,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 182151, Requested 28213. Please try again in 3.109s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2021-31702,CVE-2021-31702,"Frontier ichris through 5.18 mishandles making a DNS request for the hostname in the HTTP Host header, as demonstrated by submitting 127.0.0.1 multiple times for DoS.",frontiersoftware,ichris,HIGH,NVD-CWE-noinfo,DNS,Dependent,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 181046, Requested 28254. Please try again in 2.79s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2013-5218,CVE-2013-5218,"Cross-site scripting (XSS) vulnerability on the HOT HOTBOX router with software 2.1.11 allows remote attackers to inject arbitrary web script or HTML via a crafted DHCP Host Name option, which is not properly handled during rendering of the DHCP table in wlanAccess.asp.",hot,"hotbox_router_firmware, hotbox_router",LOW,CWE-79,DHCP,Unrelated,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 180028, Requested 28322. Please try again in 2.505s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2012-0068,CVE-2012-0068,The lanalyzer_read function in wiretap/lanalyzer.c in Wireshark 1.4.x before 1.4.11 and 1.6.x before 1.6.5 allows remote attackers to cause a denial of service (application crash) via a Novell capture file containing a record that is too small.,wireshark,wireshark,MEDIUM,CWE-20,,Related,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 179109, Requested 28383. Please try again in 2.247s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2002-1069,CVE-2002-1069,"The remote administration capability for the D-Link DI-804 router 4.68 allows remote attackers to bypass authentication and release DHCP addresses or obtain sensitive information via a direct web request to the pages (1) release.htm, (2) Device Status, or (3) Device Information.",d-link,di-804,MEDIUM,NVD-CWE-Other,DHCP,Related,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 177564, Requested 28453. Please try again in 1.805s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2020-5753,CVE-2020-5753,Signal Private Messenger Android v4.59.0 and up and iOS v3.8.1.5 and up allows a remote non-contact to ring a victim's Signal phone and disclose currently used DNS server due to ICE Candidate handling before call is answered or declined.,signal,"signal, private_messenger",MEDIUM,CWE-670,DNS,Dependent,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 176595, Requested 28512. Please try again in 1.532s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2017-2348,CVE-2017-2348,"The Juniper Enhanced jdhcpd daemon may experience high CPU utilization, or crash and restart upon receipt of an invalid IPv6 UDP packet. Both high CPU utilization and repeated crashes of the jdhcpd daemon can result in a denial of service as DHCP service is interrupted. No other Juniper Networks products or platforms are affected by this issue. Affected releases are Juniper Networks Junos OS 14.1X53 prior to 14.1X53-D12, 14.1X53-D38, 14.1X53-D40 on QFX, EX, QFabric System; 15.1 prior to 15.1F2-S18, 15.1R4 on all products and platforms; 15.1X49 prior to 15.1X49-D80 on SRX; 15.1X53 prior to 15.1X53-D51, 15.1X53-D60 on NFX, QFX, EX.",juniper,junos,HIGH,CWE-400,DHCP,Dependent,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 175718, Requested 28670. Please try again in 1.316s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2012-3571,CVE-2012-3571,ISC DHCP 4.1.2 through 4.2.4 and 4.1-ESV before 4.1-ESV-R6 allows remote attackers to cause a denial of service (infinite loop and CPU consumption) via a malformed client identifier.,"canonical, isc, debian","ubuntu_linux, debian_linux, dhcp",MEDIUM,CWE-119,DHCP,Dependent,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 174814, Requested 28717. Please try again in 1.059s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2009-0093,CVE-2009-0093,"Windows DNS Server in Microsoft Windows 2000 SP4, Server 2003 SP1 and SP2, and Server 2008, when dynamic updates are enabled, does not restrict registration of the ""wpad"" hostname, which allows remote authenticated users to hijack the Web Proxy Auto-Discovery (WPAD) feature, and conduct man-in-the-middle attacks by spoofing a proxy server, via a Dynamic Update request for this hostname, aka ""DNS Server Vulnerability in WPAD Registration Vulnerability,"" a related issue to CVE-2007-1692.",microsoft,"windows_2000, windows_server_2003, windows_server_2008",LOW,CWE-20,DNS,Unrelated,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 173926, Requested 28839. Please try again in 829ms. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2019-19942,CVE-2019-19942,"Missing output sanitation in Swisscom Centro Grande Centro Grande before 6.16.12, Centro Business 1.0 (ADB) before 7.10.18, and Centro Business 2.0 before 8.02.04 allows a remote attacker to perform DNS spoofing against the web interface via crafted hostnames in DHCP requests.",swisscom,"centro_business, centro_grande, centro_grande_firmware",HIGH,CWE-20,"DNS, DHCP",Related,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 172631, Requested 28908. Please try again in 461ms. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2015-3626,CVE-2015-3626,Cross-site scripting (XSS) vulnerability in the DHCP Monitor page in the Web User Interface (WebUI) in Fortinet FortiOS before 5.2.4 on FortiGate devices allows remote attackers to inject arbitrary web script or HTML via a crafted hostname.,fortinet,fortios,MEDIUM,CWE-79,,Unrelated,Implementation,a product specific vuln is an impl vuln,,"DNS, DHCP"
CVE-2005-2316,CVE-2005-2316,Domain Name Relay Daemon (DNRD) before 2.19.1 allows remote attackers to cause a denial of service (infinite recursion) via a DNS packet that uses message compression in the QNAME and two pointers that point to each other (circular buffer).,dnrd,dnrd,MEDIUM,NVD-CWE-Other,DNS,Related,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 196165, Requested 29028. Please try again in 7.557s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2014-2182,CVE-2014-2182,"Cisco Adaptive Security Appliance (ASA) Software, when DHCPv6 replay is configured, allows remote attackers to cause a denial of service (device reload) via a crafted DHCPv6 packet, aka Bug ID CSCun45520.",cisco,adaptive_security_appliance_software,MEDIUM,CWE-20,DHCP,Related,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 195075, Requested 29079. Please try again in 7.246s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2009-2957,CVE-2009-2957,"Heap-based buffer overflow in the tftp_request function in tftp.c in dnsmasq before 2.50, when --enable-tftp is used, might allow remote attackers to execute arbitrary code via a long filename in a TFTP packet, as demonstrated by a read (aka RRQ) request.",thekelleys,dnsmasq,MEDIUM,CWE-119,,Unrelated,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 193848, Requested 29143. Please try again in 6.897s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2007-6424,CVE-2007-6424,"registry.pl in Fonality Trixbox 2.0 PBX products, when running in certain environments, reads and executes a set of commands from a remote web site without sufficiently validating the origin of the commands, which allows remote attackers to disable trixbox and execute arbitrary commands via a DNS spoofing attack.",netfortris,trixbox,MEDIUM,CWE-264,DNS,Dependent,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 192914, Requested 29222. Please try again in 6.64s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-1999-0875,CVE-1999-0875,DHCP clients with ICMP Router Discovery Protocol (IRDP) enabled allow remote attackers to modify their default routes.,"sun, microsoft","windows_95, sunos, windows_2000, solaris, windows_98se",HIGH,CWE-16,DHCP,Related,Logic,the combination of features could interfer with each other,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 191802, Requested 29250. Please try again in 6.315s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2007-4390,CVE-2007-4390,"The Command Line Interface (CLI), aka Adonis Administration Console, on the BlueCat Networks Adonis DNS/DHCP appliance 5.0.2.8 allows local admin users to gain root privileges on the underlying operating system via shell metacharacters in a command.",bluecat_networks,adonis,HIGH,CWE-264,,Unrelated,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 190784, Requested 29313. Please try again in 6.029s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2016-10719,CVE-2016-10719,"TP-Link Archer CR-700 1.0.6 devices have an XSS vulnerability that can be introduced into the admin account through a DHCP request, allowing the attacker to steal the cookie information, which contains the base64 encoded username and password.",tp-link,"archer_cr700_firmware, archer_cr700",MEDIUM,CWE-79,DHCP,Unrelated,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 189682, Requested 29374. Please try again in 5.716s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2018-0055,CVE-2018-0055,"Receipt of a specially crafted DHCPv6 message destined to a Junos OS device configured as a DHCP server in a Broadband Edge (BBE) environment may result in a jdhcpd daemon crash. The daemon automatically restarts without intervention, but a continuous receipt of crafted DHCPv6 packets could leaded to an extended denial of service condition. This issue only affects Junos OS 15.1 and later. Earlier releases are unaffected by this issue. Devices are only vulnerable to the specially crafted DHCPv6 message if DHCP services are configured. Devices not configured to act as a DHCP server are not vulnerable to this issue. Affected releases are Juniper Networks Junos OS: 15.1 versions prior to 15.1R7-S2; 15.1X49 versions prior to 15.1X49-D160; 15.1X53 versions prior to 15.1X53-D235, 15.1X53-D495; 16.1 versions prior to 16.1R4-S11, 16.1R6-S6, 16.1R7-S2; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S9; 17.2 versions prior to 17.2R2-S6; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R1-S5; 18.1 versions prior to 18.1R2-S3; 18.2 versions prior to 18.2R1-S2; 18.2X75 versions prior to 18.2X75-D20.",juniper,junos,MEDIUM,CWE-20,DHCP,Dependent,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 188441, Requested 29657. Please try again in 5.429s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2002-1071,CVE-2002-1071,"ZyXEL Prestige 642R allows remote attackers to cause a denial of service in the Telnet, FTP, and DHCP services (crash) via a TCP packet with both the SYN and ACK flags set.",zyxel,prestige,MEDIUM,NVD-CWE-Other,DHCP,Unrelated,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 187152, Requested 29700. Please try again in 5.055s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2002-0840,CVE-2002-0840,"Cross-site scripting (XSS) vulnerability in the default error page of Apache 2.0 before 2.0.43, and 1.3.x up to 1.3.26, when UseCanonicalName is ""Off"" and support for wildcard DNS is present, allows remote attackers to execute script as other web page visitors via the Host: header, a different vulnerability than CAN-2002-1157.","oracle, apache","http_server, database_server, oracle8i, application_server, oracle9i",MEDIUM,NVD-CWE-Other,DNS,Unrelated,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 185539, Requested 29782. Please try again in 4.596s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2019-9747,CVE-2019-9747,"In tinysvcmdns through 2018-01-16, a maliciously crafted mDNS (Multicast DNS) packet triggers an infinite loop while parsing an mDNS query. When mDNS compressed labels point to each other, the function uncompress_nlabel goes into an infinite loop trying to analyze the packet with an mDNS query. As a result, the mDNS server hangs after receiving the malicious mDNS packet. NOTE: the product's web site states ""This project is un-maintained, and has been since 2013. ... There are known vulnerabilities ... You are advised to NOT use this library for any new projects / products.""",tinysvcmdns_project,tinysvcmdns,HIGH,CWE-835,DNS,Related,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 184438, Requested 29927. Please try again in 4.309s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2020-27725,CVE-2020-27725,"In version 15.1.0-15.1.0.5, 14.1.0-14.1.3, 13.1.0-13.1.3.4, 12.1.0-12.1.5.2, and 11.6.1-11.6.5.2 of BIG-IP DNS, GTM, and Link Controller, zxfrd leaks memory when listing DNS zones. Zones can be listed via TMSH, iControl or SNMP; only users with access to those services can trigger this vulnerability.",f5,"big-ip_global_traffic_manager, big-ip_domain_name_system, big-ip_link_controller",MEDIUM,CWE-401,DNS,Related,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 183172, Requested 30002. Please try again in 3.952s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2009-0025,CVE-2009-0025,"BIND 9.6.0, 9.5.1, 9.5.0, 9.4.3, and earlier does not properly check the return value from the OpenSSL DSA_verify function, which allows remote attackers to bypass validation of the certificate chain via a malformed SSL/TLS signature, a similar vulnerability to CVE-2008-5077.",isc,bind,MEDIUM,CWE-287,,Unrelated,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 181734, Requested 30070. Please try again in 3.541s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2014-7821,CVE-2014-7821,OpenStack Neutron before 2014.1.4 and 2014.2.x before 2014.2.1 allows remote authenticated users to cause a denial of service (crash) via a crafted dns_nameservers value in the DNS configuration.,"fedoraproject, openstack, redhat","neutron, openstack, fedora",MEDIUM,"CWE-20, CWE-399",DNS,Related,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 180829, Requested 30120. Please try again in 3.284s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2005-0876,CVE-2005-0876,Off-by-one buffer overflow in Dnsmasq before 2.21 may allow attackers to execute arbitrary code via the DHCP lease file.,dnsmasq,dnsmasq,MEDIUM,NVD-CWE-Other,DHCP,Related,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 179564, Requested 30150. Please try again in 2.914s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2018-0174,CVE-2018-0174,"A vulnerability in the DHCP option 82 encapsulation functionality of Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause an affected device to reload, resulting in a denial of service (DoS) condition. The vulnerability exists because the affected software performs incomplete input validation of option 82 information that it receives in DHCP Version 4 (DHCPv4) packets from DHCP relay agents. An attacker could exploit this vulnerability by sending a crafted DHCPv4 packet to an affected device. A successful exploit could allow the attacker to cause the affected device to reload, resulting in a DoS condition. Cisco Bug IDs: CSCuh91645.","rockwellautomation, cisco","allen-bradley_stratix_5400, 7600_series_route_switch_processor_720, allen-bradley_armorstratix_5700, allen-bradley_stratix_5700, allen-bradley_stratix_8300, ios, allen-bradley_stratix_8000, 7600_series_supervisor_engine_720, ios_xe, 7600_series_supervisor_engine_32, allen-bradley_stratix_5410",HIGH,CWE-20,DHCP,Dependent,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 178261, Requested 30322. Please try again in 2.574s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2021-33193,CVE-2021-33193,"A crafted method sent through HTTP/2 will bypass validation and be forwarded by mod_proxy, which can lead to request splitting or cache poisoning. This issue affects Apache HTTP Server 2.4.17 to 2.4.48.","oracle, fedoraproject, tenable, apache","http_server, secure_backup, zfs_storage_appliance_kit, fedora, tenable.sc",HIGH,NVD-CWE-Other,,Unrelated,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 177423, Requested 30373. Please try again in 2.338s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2018-15895,CVE-2018-15895,"An SSRF vulnerability was discovered in idreamsoft iCMS 7.0.11 because the remote function in app/spider/spider_tools.class.php does not block DNS hostnames associated with private and reserved IP addresses, as demonstrated by 127.0.0.1 in an A record. NOTE: this vulnerability exists because of an incomplete fix for CVE-2018-14858.",icmsdev,icms,HIGH,CWE-918,,Unrelated,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 175863, Requested 30455. Please try again in 1.895s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2002-0702,CVE-2002-0702,"Format string vulnerabilities in the logging routines for dynamic DNS code (print.c) of ISC DHCP daemon (DHCPD) 3 to 3.0.1rc8, with the NSUPDATE option enabled, allow remote malicious DNS servers to execute arbitrary code via format strings in a DNS server response.",isc,dhcpd,HIGH,NVD-CWE-Other,DNS,Unrelated,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 174798, Requested 30522. Please try again in 1.596s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2018-14644,CVE-2018-14644,"An issue has been found in PowerDNS Recursor from 4.0.0 up to and including 4.1.4. A remote attacker sending a DNS query for a meta-type like OPT can lead to a zone being wrongly cached as failing DNSSEC validation. It only arises if the parent zone is signed, and all the authoritative servers for that parent zone answer with FORMERR to a query for at least one of the meta-types. As a result, subsequent queries from clients requesting DNSSEC validation will be answered with a ServFail.",powerdns,recursor,MEDIUM,CWE-20,DNS,Related,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 173426, Requested 30645. Please try again in 1.221s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2018-19978,CVE-2018-19978,A buffer overflow vulnerability in the DHCP and PPPOE configuration interface of the Auerswald COMfort 1200 IP phone 3.4.4.1-10589 allows a remote attacker (authenticated as simple user in the same network as the device) to trigger remote code execution via a POST request (ManufacturerName parameter) to the web server on the device. The web server is running with root privileges and the injected code will also run with root privileges.,auerswald,"comfortel_1200_ip, comfortel_1200_ip_firmware",HIGH,CWE-119,DHCP,Unrelated,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 172116, Requested 30755. Please try again in 861ms. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2019-12513,CVE-2019-12513,"In NETGEAR Nighthawk X10-R900 prior to 1.0.4.24, by sending a DHCP discover request containing a malicious hostname field, an attacker may execute stored XSS attacks against this device. When the malicious DHCP request is received, the device will generate a log entry containing the malicious hostname. This log entry may then be viewed at Advanced settings->Administration->Logs to trigger the exploit. Although this value is inserted into a textarea tag, converted to all-caps, and limited in length, attacks are still possible.",netgear,"nighthawk_x10-r9000_firmware, nighthawk_x10-r9000",MEDIUM,CWE-79,DHCP,Related,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 170967, Requested 30887. Please try again in 556ms. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2009-0025,CVE-2009-0025,"BIND 9.6.0, 9.5.1, 9.5.0, 9.4.3, and earlier does not properly check the return value from the OpenSSL DSA_verify function, which allows remote attackers to bypass validation of the certificate chain via a malformed SSL/TLS signature, a similar vulnerability to CVE-2008-5077.",isc,bind,MEDIUM,CWE-287,,Unrelated,Implementation,a product specific vuln is an impl vuln,,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 169530, Requested 30955. Please try again in 145ms. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2017-13017,CVE-2017-13017,The DHCPv6 parser in tcpdump before 4.9.2 has a buffer over-read in print-dhcp6.c:dhcp6opt_print().,tcpdump,tcpdump,CRITICAL,CWE-125,DHCP,Unrelated,Implementation,a product specific vuln is an impl vuln,,"DNS, DHCP"
CVE-2000-0636,CVE-2000-0636,HP JetDirect printers versions G.08.20 and H.08.20 and earlier allow remote attackers to cause a denial of service via a malformed FTP quote command.,hp,jetdirect,MEDIUM,NVD-CWE-Other,FTP,Related,Implementation,"Improperly implemented, the vulnerability results from poor handling of an input command that is not properly checked by the printers, so a malicious command can lead to DOS. It directly involves the operation of the FTP protocol and is a result of improper handling of FTP requests.",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 195122, Requested 31018. Please try again in 7.842s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2014-5972,CVE-2014-5972,"The Loving - Couple Essential (aka com.xiaoenai.app) application 4.0.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",loving.fm,loving_-_couple_essential,MEDIUM,CWE-310,SSL,Related,Implementation,"Incorrect implementation, there is a problem with the SSL certificate verification process (failed to verify X.509 certificates from SSL servers), the vulnerability allows man-in-the-middle attacks.",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 193746, Requested 31082. Please try again in 7.448s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2020-26902,CVE-2020-26902,"Certain NETGEAR devices are affected by command injection by an unauthenticated attacker. This affects RBK752 before 3.2.15.25, RBR750 before 3.2.15.25, RBS750 before 3.2.15.25, RBK852 before 3.2.15.25, RBR850 before 3.2.15.25, and RBS850 before 3.2.15.25.",netgear,"rbr850_firmware, rbr750, rbr750_firmware, rbs750, rbs850_firmware, rbr850, rbk852, rbk752_firmware, rbs750_firmware, rbk852_firmware, rbs850, rbk752",HIGH,CWE-77,,Unrelated,Implementation,"Incorrect implementation, there is a problem handling user inputs that can be exploited for command injection. This is an implementation flaw that is not directly related to the FTP or SSL protocols.",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 192570, Requested 31145. Please try again in 7.114s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2008-6407,CVE-2008-6407,Directory traversal vulnerability in frame.php in ol'bookmarks manager 0.7.5 allows remote attackers to include and execute arbitrary local files via a .. (dot dot) in the framefile parameter.,brian_wilson,ol\'bookmarks,HIGH,CWE-22,,Unrelated,Implementation,"incorrect implementation, It's a flaw in the handling of user inputs, leading to a directory traversal vulnerability in a web application. It has nothing to do with FTP or SSL protocols because the results of web applications fail to validate user input.",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 191578, Requested 31194. Please try again in 6.831s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2021-23384,CVE-2021-23384,"The package koa-remove-trailing-slashes before 2.0.2 are vulnerable to Open Redirect via the use of trailing double slashes in the URL when accessing the vulnerable endpoint (such as https://example.com//attacker.example/). The vulnerable code is in index.js::removeTrailingSlashes(), as the web server uses relative URLs instead of absolute URLs.",koa-remove-trailing-slashes_project,koa-remove-trailing-slashes,MEDIUM,CWE-601,,Unrelated,Implementation,"incorrect implementation, this is a flaw in URL processing, leading to an open referral vulnerability. It is not related to FTP or SSL protocols because the problem is with the addresses of websites and their processing.",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 190617, Requested 31280. Please try again in 6.569s. Visit https://platform.openai.com/account/rate-limits to learn more."
CVE-2017-16089,CVE-2017-16089,"serverlyr is a simple http server. serverlyr is vulnerable to a directory traversal issue, giving an attacker access to the filesystem by placing ""../"" in the URL.",serverlyr_project,serverlyr,HIGH,CWE-22,,Unrelated,Implementation,"incorrect implementation, directory traversal issue in an HTTP server, allowing filesystem access via ""../"" (parent dir) in the URL. It is related to HTTP protocol and has nothing to do with FTP or SSL protocols.",,"An error occurred: Rate limit reached for gpt-4o-mini in organization org-A9Cpcwd1ys45QAaGONx6pSKE on tokens per min (TPM): Limit 200000, Used 189262, Requested 31320. Please try again in 6.174s. Visit https://platform.openai.com/account/rate-limits to learn more."
